inst,rule,tp,sl,period,days,win,tp20,ge18,exp_pips
EURUSD,trend_sma50d,10.0,600.0,B 2024-26,679,0.9544251690679212,19.088365243004418,0.8807069219440353,-1.4152455160246957
EURUSD,trend_sma50d,10.0,900.0,A 2021-23,776,0.9694725317189412,19.38917525773196,0.9188144329896907,-0.6015456945965071
EURUSD,trend_sma50d,10.0,900.0,B 2024-26,679,0.9544251690679212,19.088365243004418,0.8807069219440353,-1.3177521317259595
EURUSD,trend_sma50d,10.0,1200.0,A 2021-23,776,0.9694725317189412,19.38917525773196,0.9188144329896907,-0.6031751143169941
EURUSD,trend_sma50d,10.0,1200.0,B 2024-26,679,0.9544251690679212,19.088365243004418,0.8807069219440353,-1.3177521317259595
EURUSD,trend_sma50d,20.0,20.0,A 2021-23,776,0.4916596895730019,9.829896907216495,0.08891752577319588,-0.3336124170799253
EURUSD,trend_sma50d,20.0,20.0,B 2024-26,679,0.46853866509850045,9.375552282768778,0.09720176730486009,-1.2584533960599824
EURUSD,trend_sma50d,20.0,30.0,A 2021-23,776,0.592194242287628,11.84020618556701,0.22293814432989692,-0.39028788561859984
EURUSD,trend_sma50d,20.0,30.0,B 2024-26,679,0.575271978829756,11.512518409425626,0.22238586156111928,-1.2364010585122023
EURUSD,trend_sma50d,20.0,50.0,A 2021-23,776,0.7024537901719585,14.04639175257732,0.39948453608247425,-0.8282346879629033
EURUSD,trend_sma50d,20.0,50.0,B 2024-26,679,0.6973684210526315,13.958762886597938,0.41973490427098675,-1.1842105263157894
EURUSD,trend_sma50d,20.0,75.0,A 2021-23,776,0.7801893475880723,15.60180412371134,0.5322164948453608,-0.8820119791331229
EURUSD,trend_sma50d,20.0,75.0,B 2024-26,679,0.7783740076448104,15.569955817378498,0.572901325478645,-1.0544692737430168
EURUSD,trend_sma50d,20.0,100.0,A 2021-23,776,0.8305532298576673,16.609536082474225,0.6481958762886598,-0.3336124170799253
EURUSD,trend_sma50d,20.0,100.0,B 2024-26,679,0.8198324022346368,16.400589101620028,0.6612665684830633,-1.6201117318435754
EURUSD,trend_sma50d,20.0,150.0,A 2021-23,776,0.88291363431442,17.65721649484536,0.7551546391752577,0.09531783345140722
